id,text,label,category,timestamp
1621,"Could not import PST due to size limit.","negative","email_support","2025-12-01T10:42:00Z"
1622,"New user mailbox created and tested.","positive","onboarding","2025-12-01T10:43:00Z"
1623,"Antivirus blocked file; user informed.","neutral","security","2025-12-01T10:44:00Z"
1624,"User satisfied with clear closure note.","positive","customer_service","2025-12-01T10:45:00Z"
1625,"Laptop BIOS updated successfully.","positive","firmware_update","2025-12-01T10:46:00Z"
1626,"Could not change setting; GPO enforced.","neutral","policy","2025-12-01T10:47:00Z"
1627,"VPN profile removed at user exit.","positive","security","2025-12-01T10:48:00Z"
1628,"User created duplicate folders by mistake.","negative","user_error","2025-12-01T10:49:00Z"
1629,"Folder permissions fixed for new intern.","positive","identity_access","2025-12-01T10:50:00Z"
1630,"Could not find old ticket reference.","neutral","documentation","2025-12-01T10:51:00Z"
1631,"User confirmed remote printing now works.","positive","peripheral_support","2025-12-01T10:52:00Z"
1632,"Teams add-in re-enabled in Outlook.","positive","email_support","2025-12-01T10:53:00Z"
1633,"Drive mapping script failed on logon.","negative","os_configuration","2025-12-01T10:54:00Z"
1634,"User apologized for late response.","neutral","customer_service","2025-12-01T10:55:00Z"
1635,"Local cache cleared; app runs smoother.","positive","software_support","2025-12-01T10:56:00Z"
1636,"Could not open email; corrupted attachment.","negative","email_support","2025-12-01T10:57:00Z"
1637,"User happy with new shortcut keys tip.","positive","user_training","2025-12-01T10:58:00Z"
1638,"Old network printer removed from list.","positive","peripheral_support","2025-12-01T10:59:00Z"
1639,"Wrong time on server noted for NTP check.","negative","infrastructure","2025-12-01T11:00:00Z"
1640,"Remote reboot solved simple application hang.","positive","remote_support","2025-12-01T11:01:00Z"
1641,"Could not verify fix due to power outage.","neutral","infrastructure","2025-12-01T11:02:00Z"
1642,"User confirmed SharePoint access works.","positive","file_services","2025-12-01T11:03:00Z"
1643,"Multiple shortcuts cluttered desktop.","neutral","user_behavior","2025-12-01T11:04:00Z"
1644,"Mailing list cleaned of invalid addresses.","positive","email_support","2025-12-01T11:05:00Z"
1645,"Password complexity explained again.","neutral","security","2025-12-01T11:06:00Z"
1646,"Wi‑Fi profile removed from shared tablet.","positive","security","2025-12-01T11:07:00Z"
1647,"Could not reach manager for access approval.","negative","process","2025-12-01T11:08:00Z"
1648,"Installed all pending Windows updates.","positive","software_update","2025-12-01T11:09:00Z"
1649,"User joined meeting with wrong audio device.","negative","user_error","2025-12-01T11:10:00Z"
1650,"Chat support resolved issue in one message.","positive","customer_service","2025-12-01T11:11:00Z"
1651,"Could not print due to quota limit reached.","negative","policy","2025-12-01T11:12:00Z"
1652,"Login script updated with new share path.","positive","os_configuration","2025-12-01T11:13:00Z"
1653,"User asked helpful questions during call.","positive","customer_service","2025-12-01T11:14:00Z"
1654,"Old AV agent removed before new install.","positive","security","2025-12-01T11:15:00Z"
1655,"Could not remove file in use by process.","neutral","diagnostics","2025-12-01T11:16:00Z"
1656,"User got clear instructions for future cases.","positive","user_training","2025-12-01T11:17:00Z"
1657,"Network jack label did not match switch port.","negative","infrastructure","2025-12-01T11:18:00Z"
1658,"Mouse lag removed after changing USB port.","positive","hardware_support","2025-12-01T11:19:00Z"
1659,"Could not escalate because group not on-call.","negative","process","2025-12-01T11:20:00Z"
1660,"Teams cache cleared and login loop fixed.","positive","remote_meetings","2025-12-01T11:21:00Z"
1661,"User ignored initial solution article link.","negative","user_compliance","2025-12-01T11:22:00Z"
1662,"Slow start due to many startup apps enabled.","negative","os_maintenance","2025-12-01T11:23:00Z"
1663,"Startup list cleaned per user consent.","positive","os_maintenance","2025-12-01T11:24:00Z"
1664,"Could not get serial number due to worn label.","neutral","asset_management","2025-12-01T11:25:00Z"
1665,"Firewall unblock request approved quickly.","positive","security","2025-12-01T11:26:00Z"
1666,"User thanked for staying on call late.","positive","customer_service","2025-12-01T11:27:00Z"
1667,"Desktop background policy reapplied.","positive","policy","2025-12-01T11:28:00Z"
1668,"Could not resolve with current logging level.","neutral","diagnostics","2025-12-01T11:29:00Z"
1669,"OneDrive files marked always available offline.","positive","cloud_storage","2025-12-01T11:30:00Z"
1670,"User confused about two-factor prompt.","negative","user_awareness","2025-12-01T11:31:00Z"
1671,"MFA process explained and accepted.","positive","security","2025-12-01T11:32:00Z"
1672,"Printer spooled jobs cleared by restart.","positive","peripheral_support","2025-12-01T11:33:00Z"
1673,"Could not share folder due to legal hold.","neutral","policy","2025-12-01T11:34:00Z"
1674,"User confirmed external screen quality OK.","positive","hardware_support","2025-12-01T11:35:00Z"
1675,"Wrong ticket category used by requester.","negative","process","2025-12-01T11:36:00Z"
1676,"Disk check scheduled for next reboot.","positive","os_maintenance","2025-12-01T11:37:00Z"
1677,"User did not remember exact error text.","neutral","diagnostics","2025-12-01T11:38:00Z"
1678,"Remote control allowed quick resolution.","positive","remote_support","2025-12-01T11:39:00Z"
1679,"Could not remote in; user denied request.","negative","user_compliance","2025-12-01T11:40:00Z"
1680,"New wallpaper applied per branding policy.","positive","policy","2025-12-01T11:41:00Z"
1681,"User agreed to close ticket after test.","positive","customer_service","2025-12-01T11:42:00Z"
1682,"Email forwarding disabled per guideline.","positive","security","2025-12-01T11:43:00Z"
1683,"Could not delete folder due to long path.","neutral","file_services","2025-12-01T11:44:00Z"
1684,"User informed of extended maintenance time.","neutral","communication","2025-12-01T11:45:00Z"
1685,"BitLocker status checked and documented.","positive","security","2025-12-01T11:46:00Z"
1686,"User used personal email in ticket.","negative","policy","2025-12-01T11:47:00Z"
1687,"New distribution list created and tested.","positive","email_support","2025-12-01T11:48:00Z"
1688,"Could not send large file via email.","negative","policy","2025-12-01T11:49:00Z"
1689,"User guided to use file sharing service.","positive","user_training","2025-12-01T11:50:00Z"
1690,"Printer IP changed; DNS updated.","positive","network","2025-12-01T11:51:00Z"
1691,"Could not verify patch on powered-off PC.","neutral","software_update","2025-12-01T11:52:00Z"
1692,"User confirmed access to HR portal now works.","positive","identity_access","2025-12-01T11:53:00Z"
1693,"Monitor stand missing from delivery.","negative","inventory","2025-12-01T11:54:00Z"
1694,"User happy with clearer font size settings.","positive","accessibility","2025-12-01T11:55:00Z"
1695,"Could not reproduce crash with test account.","neutral","diagnostics","2025-12-01T11:56:00Z"
1696,"Old profile folders removed to free space.","positive","os_maintenance","2025-12-01T11:57:00Z"
1697,"User forgot to plug in ethernet cable.","negative","user_error","2025-12-01T11:58:00Z"
1698,"LAN connection stable after cable insert.","positive","network","2025-12-01T11:59:00Z"
1699,"Could not find device due to wrong hostname.","negative","documentation","2025-12-01T12:00:00Z"
